,flut6,n2lut5_with_n1lut6,fs,fcin,fcout,wire_length,auto_layout,switch_block_type,switch_box_type,sparse
../arch/arch_gen/stratix.xml_1.xml,off,don't care,3,0.15,0.1,1,1,0,0,1
